index,name,score,type,stars,time,thumb,country,runtime,company,first_week_box_office,total_box_office
18,新大头儿子和小头爸爸3：俄罗斯奇遇记,8.6,动画／冒险／奇幻,刘纯燕／董浩／鞠萍,2018-07-06,https://p0.pipi.cn/mmdb/d2dad5925372ffb5353ba37905dd4e9daed35.jpg?imageView2/1/w/218/h/300,中国大陆 ,80,央视动画有限公司,7042,15824
19,哆啦A梦：大雄的南极冰冰凉大冒险,8.6,动画／冒险,水田山葵／哆啦A梦／大雄,2017-05-30,https://p0.pipi.cn/mmdb/d2dad59203080771f70fafb04d8b8ace469c5.jpg?imageView2/1/w/218/h/300,日本 ,101,华夏电影发行有限责任公司,11518,14893
20,九条命,8.6,喜剧／奇幻／家庭,凯文·史派西／詹妮弗·加纳／罗比·阿美尔,2016-09-09,https://p0.pipi.cn/mmdb/d2dad533b129235bf1b535d453702e8ebc7a8?imageView2/1/w/218/h/300,法国 ,87,法国欧罗巴电影公司,5506,11189
21,名侦探柯南：纯黑的恶梦,8.6,动画／悬疑,高山南／天海祐希／林原惠美,2016-11-25,https://p0.pipi.cn/mmdb/d2dad5927e10fae7aa0faf73c11d2fb5c8509.jpg?imageView2/1/w/218/h/300,日本 ,112,小学馆,2309,3104
22,情圣,8.6,喜剧／爱情,肖央／闫妮／小沈阳,2016-12-30,https://p0.pipi.cn/mmdb/d2dad592030807e7aae5bcd02565b88c61fd8.jpg?imageView2/1/w/218/h/300,中国大陆 ,116,北京大有不凡影视文化有限公司,17207,65790
23,三块广告牌,8.6,剧情／犯罪,弗兰西斯·麦克多蒙德／伍迪·哈里森／山姆·洛克威尔,2018-03-02,https://p0.pipi.cn/mmdb/d2dad5927e10fac7edf0ee42a9d44a4e0fc97.jpg?imageView2/1/w/218/h/300,美国 ,115,Blueprint Pictures,1503,6499
24,花滑女王,8.6,剧情／喜剧／爱情,阿格莱亚·塔拉索娃／亚历山大·佩特罗夫／米洛斯·比柯维奇,2018-03-30,https://p0.pipi.cn/mmdb/d2dad5920307e13139be12ce284eafe2dcef6.jpg?imageView2/1/w/218/h/300,俄罗斯 ,89,璟合影视（北京）有限公司,1337,1717
25,特警队,8.6,动作／犯罪／剧情,凌潇肃／贾乃亮／金晨,2019-12-27,https://p0.pipi.cn/mmdb/d2dad5925370fa67cb281e3088f7de2628edb.jpg?imageView2/1/w/218/h/300,中国大陆 ,109,北京京西文化旅游股份有限公司,4430,5711
26,缘份,8.6,剧情／喜剧／爱情,张国荣／张曼玉／梅艳芳,2016-03-25,https://p0.pipi.cn/mmdb/d2dad592c7e7e1230ff0eebd14a94cd36b68a.jpg?imageView2/1/w/218/h/300,中国香港 ,96,邵氏兄弟（香港）有限公司,746,1389
27,奥拉星：进击圣殿,8.6,动画／冒险／奇幻,张安琪／李正翔／金锋,2015-07-23,https://p0.pipi.cn/mmdb/d2dad592b12f2a11e55bf121447f949a2ce2b.jpg?imageView2/1/w/218/h/300,中国大陆 ,88,珠江电影集团有限公司,701,846
28,再见吧！少年,8.6,剧情,刘敏涛／荣梓杉／谭凯,2020-10-05 08:00,https://p0.pipi.cn/mmdb/d2dad5927a3be1b8603139f18517e32c06aad.jpg?imageView2/1/w/218/h/300,中国大陆 ,119,天津筋斗云影视文化传媒有限公司,286,387
29,冰雪女王4：魔镜世界,8.6,动画／冒险／奇幻,洛瑞·加纳／Nikolay Bystrov／Anton Eldarov,2019-08-02,https://p0.pipi.cn/mmdb/d2dad5925370fa39dd11e544efb77013377f3.jpg?imageView2/1/w/218/h/300,俄罗斯 ,86,俄罗斯维扎特电影有限责任公司,1342,2356
30,念念手纪,8.6,剧情／爱情,滨边美波／北村匠海／北川景子,2018-09-14,https://p0.pipi.cn/mmdb/d2dad59203080780772c953b0b4f08987c862.jpg?imageView2/1/w/218/h/300,日本 ,115,日本东宝株式会社,281,447
1,恋爱回旋,8.6,喜剧／爱情／运动,新垣结衣／永山瑛太／广末凉子,2018-03-09,https://p0.pipi.cn/mmdb/d2dad59253751b67cbf0ee07e5044db7f36e2.jpg?imageView2/1/w/218/h/300,日本 ,120,日本富士电视台,1147,1854
2,刺猬索尼克,8.6,动画／冒险／喜剧,詹姆斯·麦斯登／金·凯瑞／迪卡·桑普特,2020-07-31,https://p0.pipi.cn/mmdb/d2dad5927e10fa11e5b860c1ef275e067f2bb.jpg?imageView2/1/w/218/h/300,美国 ,99,美国派拉蒙影片公司,835,1994
3,密室逃生,8.6,惊悚／悬疑,泰勒·莱伯恩／罗根·米勒／黛博拉·安沃尔,2019-01-18,https://p0.pipi.cn/mmdb/d2dad5925370fa178967cb48bdcb1d572a5d4.jpg?imageView2/1/w/218/h/300,美国 ,99,美国哥伦比亚影片公司,5713,23279
4,龙在哪里？,8.6,喜剧／动画／冒险,章子怡／王力宏／光良,2015-10-23,https://p0.pipi.cn/mmdb/d2dad5927e10fa0e13537c01dae374907cd9d.jpg?imageView2/1/w/218/h/300,中国大陆 ,97,北京德稻教育投资有限公司,1491,2458
5,新大头儿子和小头爸爸2一日成才,8.6,动画／家庭／科幻／喜剧,刘纯燕／董浩／鞠萍,2016-08-19,https://p0.pipi.cn/mmdb/d2dad592e7a71fcf3e7df54c17b7e87d7845f.jpg?imageView2/1/w/218/h/300,中国大陆 ,80,央视动画有限公司,5404,9040
6,坠落,8.6,惊悚／冒险,维吉尼亚·加德纳／格雷斯·卡罗琳·柯里／梅森·古丁,2022-11-18 18:00,https://p0.pipi.cn/mmdb/fb7386028ea923af33b860744c1139415345f.jpg?imageView2/1/w/218/h/300,"美国,英国 ",106,美国顶石影业,971,2644
7,摇滚藏獒,8.6,动画／音乐／冒险,郭麒麟／路知行／郭德纲,2016-07-08,https://p0.pipi.cn/mmdb/d2dad592b12f2ae7aae19b555edd218ea6ffb.jpg?imageView2/1/w/218/h/300,中国大陆 ,92,华谊兄弟传媒股份有限公司,2462,3954
8,乔乔的异想世界,8.6,剧情／喜剧／战争,罗曼·格里芬·戴维斯／托马辛·麦肯齐／斯嘉丽·约翰逊,2020-07-31,https://p0.pipi.cn/mmdb/d2dad5925372ff338f7a356306ca7c52bf482.png?imageView2/1/w/218/h/300,美国 ,108,美国二十世纪影业公司,502,1134
9,我爸没说的那件事,8.6,剧情,韩庚／张国立／薛昊婧,2023-11-03 18:00,https://p0.pipi.cn/mmdb/fb73865111e33871f7d7c33259d78240cf8d0.jpg?imageView2/1/w/218/h/300,"中国香港,中国大陆 ",106,北京剧魔影业有限公司,341,421
10,铁拳,8.6,剧情／动作／运动,杰克·吉伦哈尔／瑞秋·麦克亚当斯／福里斯特·惠特克,2016-09-02,https://p0.pipi.cn/mmdb/d2dad592b12f2a8ea3cf3e81f00bde3e9b43d.jpg?imageView2/1/w/218/h/300,美国 ,124,韦恩斯坦国际影业公司,485,786
11,老爸102岁,8.6,喜剧／剧情／家庭,阿米达普·巴强／里希·卡普尔／达尔曼德拉·吉尔,2018-11-30,https://p0.pipi.cn/mmdb/d2dad5925372ff2c95b12dafc8eb2cacefa86.jpg?imageView2/1/w/218/h/300,印度 ,102,印度树梢娱乐有限公司,2211,3023
12,玩偶奇兵,8.6,动画／冒险／奇幻,严丽祯／李晔／王衡,2017-08-04,https://p0.pipi.cn/mmdb/d2dad5927e10fa807716bdb39358f9d7727d3.jpg?imageView2/1/w/218/h/300,中国大陆 ,88,深圳市环球数码影视文化有限公司,1179,3173
13,绿毛怪格林奇,8.6,喜剧／动画／家庭,本尼迪克特·康伯巴奇／卡梅伦·丝蕾／拉什达·琼斯,2018-12-14,https://p0.pipi.cn/mmdb/d2dad5927e10facbae57e2d5e005e24fa583e.jpg?imageView2/1/w/218/h/300,美国 ,86,美国照明娱乐公司,1949,2644
14,萤火奇兵2：小虫不好惹,8.6,喜剧／动画／科幻,张圣／杨凝／闫夜桥,2019-11-02,https://p0.pipi.cn/mmdb/d2dad592537807339ebe2aa9cd49344518436.jpg?imageView2/1/w/218/h/300,中国大陆 ,82,北京其卡通弘文化传播有限公司,296,454
15,奎迪：英雄再起,8.6,剧情／动作,迈克尔·B·乔丹／西尔维斯特·史泰龙／泰莎·汤普森,2019-01-04,https://p0.pipi.cn/mmdb/d2dad5927e10fab535f0eeee317de643e0fc5.jpg?imageView2/1/w/218/h/300,美国 ,130,美高梅电影公司,1158,1714
16,花椒之味,8.6,剧情,郑秀文／赖雅妍／李晓峰,2019-09-06,https://p0.pipi.cn/mmdb/d2dad5925372ffd7c3cbae34c57b6e9b3c4cc.jpg?imageView2/1/w/218/h/300,中国大陆 ,118,北京拉近影业有限公司,124,184
17,猫与桃花源,8.6,动画／冒险／家庭,李宇峰／杨砚铎／周华健,2018-04-05,https://p0.pipi.cn/mmdb/d2dad592537923cf3e51baec0c21f9ed3f8c1.jpg?imageView2/1/w/218/h/300,中国大陆 ,105,追光人动画设计（北京）有限公司,1709,2181
18,相爱相亲,8.6,剧情／爱情／家庭,张艾嘉／田壮壮／郎月婷,2017-11-03,https://p0.pipi.cn/mmdb/d2dad5927e10fa57e27a35e024e71d8450b10.jpg?imageView2/1/w/218/h/300,中国大陆 ,100,北京海润影业股份有限公司,683,1832
19,七十七天,8.6,剧情／冒险,江一燕／赵汉唐／达哇桑周,2017-11-03,https://p0.pipi.cn/mmdb/d2dad592e7abe107ac7e12c44c2bcd025bcce.jpg?imageView2/1/w/218/h/300,中国大陆 ,110,浙江红珊瑚影视股份有限公司,1132,10375
20,龙之战,8.6,动作／战争／历史,刘佩琦／曹云金／李子雄,2017-08-04,https://p0.pipi.cn/mmdb/d2dad5920308070e138ea33b98b6aed7e25ea.jpg?imageView2/1/w/218/h/300,中国大陆 ,107,电影频道节目中心,1060,6536
21,归来,8.6,剧情／爱情／历史／传记,陈道明／巩俐／张慧雯,2014-05-16,https://p0.pipi.cn/mmdb/d2dad592b125bfe5bce19b8fe3caabf54b2ff.jpg?imageView2/1/w/218/h/300,中国大陆 ,111,乐视影业（北京）有限公司,8133,29136
22,猪猪侠之英雄猪少年,8.6,喜剧／动画／奇幻,易烊千玺／陈志荣／彭雨菲,2017-01-07,https://p0.pipi.cn/mmdb/d2dad59253751b807757e2551ae1c50b7f128.jpg?imageView2/1/w/218/h/300,中国大陆 ,90,广东咏声动漫股份有限公司,1680,4591
23,网络谜踪,8.6,剧情／悬疑／犯罪,约翰·赵／米切尔·拉／黛博拉·梅辛,2018-12-14,https://p0.pipi.cn/mmdb/d2dad5925372ffe7aa07aca1d262cf585c6e2.jpg?imageView2/1/w/218/h/300,美国 ,102,美国银幕宝石电影公司,1829,3049
24,热血合唱团,8.6,剧情／音乐,刘德华／卢冠廷／雷颂德,2020-11-13,https://p0.pipi.cn/mmdb/d2dad59253751bb860d23c565b7652310a568.jpg?imageView2/1/w/218/h/300,中国香港 ,97,梦造者娱乐有限公司,2342,7009
25,警车联盟,8.6,动画／动作／冒险,朱祎／杨慧紫／楚衔,2018-12-30,https://p0.pipi.cn/mmdb/d2dad5925370fa923502ff083f2b99d9afb80.jpg?imageView2/1/w/218/h/300,中国大陆 ,90,深圳市森林木文化传播有限公司,118,559
26,开国大典,8.6,剧情／历史／战争,古月／孙飞虎／黄凯,1989-09-21,https://p0.pipi.cn/mmdb/d2dad592b127e1be12339e53d0ea8b360677a.jpg?imageView2/1/w/218/h/300,中国大陆 ,171,长影集团有限责任公司,暂无,2
27,托马斯大电影之世界探险记,8.6,喜剧／动作／动画／家庭／冒险,蒂娜·德赛／约瑟夫·梅／泰莉莎·加拉赫,2019-05-31,https://p0.pipi.cn/mmdb/d2dad5925372ffc9fd339e5983cb826016917.jpg?imageView2/1/w/218/h/300,英国 ,86,英国美泰有限公司,1485,1959
28,电力之战,8.6,剧情／传记／历史,本尼迪克特·康伯巴奇／迈克尔·珊农／汤姆·赫兰德,2020-08-28,https://p0.pipi.cn/mmdb/d2dad5927e10fa02ff67cb372ef3b8bd90de2.jpg?imageView2/1/w/218/h/300,美国 ,102,Fourth Floor Productions,344,516
29,超人：钢铁之躯,8.6,动作／冒险／科幻,亨利·卡维尔／艾米·亚当斯／迈克尔·珊农,2013-06-20,https://p0.pipi.cn/mmdb/d2dad592b125bf39ddd23c6f2ba082d679769.jpg?imageView2/1/w/218/h/300,"美国,英国 ",143,美国传奇影片公司,16212,39446
30,罗马,8.6,剧情／家庭,雅利扎·阿巴里西奥／玛琳娜·德塔维拉／迭戈·科蒂娜·奥特里,2019-05-10,https://p0.pipi.cn/mmdb/d2dad59206d338ecd887a9f5c3594dfcd3821.jpg?imageView2/1/w/218/h/300,墨西哥 ,135,墨西哥艾尔科约电影秀公司,269,510
1,盟军敢死队,8.6,剧情／喜剧／动作／战争,亨利·卡维尔／艾莎·冈萨雷斯／阿兰·里奇森,2024-05-24 18:00,https://p0.pipi.cn/mmdb/54ecde8703051b537ce19b1300331f432b450.jpg?imageView2/1/w/218/h/300,英国 ,120,英国黑熊影业国际有限公司,72,357
2,天台爱情,8.6,歌舞,周杰伦／曾志伟／柯有伦,2013-07-11,https://p0.pipi.cn/mmdb/d2dad592b125bf39dd06d6c2899eff7c9bcd8.jpg?imageView2/1/w/218/h/300,"中国大陆,中国香港,中国台湾 ",117,香港安乐影片有限公司,5941,11984
3,银河守卫队,8.6,动画／冒险／科幻,保罗·吉亚玛提／约翰·古德曼／贝拉·索恩,2017-05-27,https://p0.pipi.cn/mmdb/d2dad5927e10fa11e5f0eeaf48c990b927df5.jpg?imageView2/1/w/218/h/300,加拿大 ,94,Sony Computer Entertainment America,103,257
4,川流不“熄”,8.6,剧情／家庭／公路／喜剧,杨新鸣／胡昌霖／涂松岩,2023-05-26 09:00,https://p0.pipi.cn/mmdb/fb738687030c7e230f87a92c7a63538e2c339.jpg?imageView2/1/w/218/h/300,中国大陆 ,135,北京凯蓝空间文化传播有限公司,245,314
5,坚不可摧,8.6,战争／运动／传记,杰克·奥康奈尔／加内特·赫德兰／芬·维特洛克,2015-01-30,https://p0.pipi.cn/mmdb/d2dad592b12f2ac7ed11e5966985e4dcb10d5.jpg?imageView2/1/w/218/h/300,美国 ,138,美国朱莉帕斯影片公司,1455,3624
6,盲琴师,8.6,剧情,大卫·奥格尼克／塞浦路斯·格拉博夫斯基／彼得·亚雷亚当奇克,2021-12-10,https://p0.pipi.cn/mmdb/d2dad52fddd51b030cb12d47c7e987f040c53.jpg?imageView2/1/w/218/h/300,波兰 ,118,波兰RE工作室,68,106
7,萤火奇兵,8.6,喜剧／动画／奇幻,姚雷／郭盛／李姗姗,2017-02-05,https://p0.pipi.cn/mmdb/d2dad5927e10facbae67cb7a25a8ee395d4db.jpg?imageView2/1/w/218/h/300,中国大陆 ,85,北京其卡通动画公司,309,798
8,少年师爷之大禹宝藏,8.6,动画／喜剧／冒险,施野／苏越越／丁丁,2016-07-22,https://p0.pipi.cn/mmdb/d2dad5927e10fa0fafb12d76164ce3a39b41e.jpg?imageView2/1/w/218/h/300,中国大陆 ,87,北京锋尚锐志传媒有限公司,65,162
9,萌宠流浪记,8.6,动画／喜剧,比格·肖恩／露西·海尔／帕梅拉·阿德龙,2020-09-18,https://p0.pipi.cn/mmdb/d2dad5925378075bf1cf3e37e216335a2f2b3.jpg?imageView2/1/w/218/h/300,英国 ,88,英国萌宠有限公司,641,1133
10,红星照耀中国,8.6,历史／战争,柯南·何裴／王鹏凯／李雪健,2019-08-08,https://p0.pipi.cn/mmdb/d2dad5925378070faf71f711983ed6ef4256a.jpg?imageView2/1/w/218/h/300,中国大陆 ,109,峨眉电影集团有限公司,694,3469
11,大明猩,8.6,剧情／运动,徐娇／成东镒／金兴来,2013-07-18,https://p0.pipi.cn/mmdb/d2dad592b125bf39dde19b8cf44287eac0f2c.jpg?imageView2/1/w/218/h/300,"韩国,中国大陆 ",135,Dexter Film,6285,11279
12,燃点,8.6,剧情／纪录片,罗永浩／戴威／张颖,2019-01-11,https://p0.pipi.cn/mmdb/d2dad5925372ff8ea35bf143a8dd951c38695.jpg?imageView2/1/w/218/h/300,中国大陆 ,107,北京细蓝线文化传播有限公司,192,864
13,我的爸爸是国王,8.6,动画／奇幻／家庭,禹祥／绿绮／小鹿,2017-05-27,https://p0.pipi.cn/mmdb/d2dad59253751bbe2a02ff0a3200914bcd8c5.jpg?imageView2/1/w/218/h/300,中国大陆 ,84,深圳前海腾清动漫文化有限公司,293,1569
14,魔发精灵2,8.6,动画／歌舞／奇幻／冒险,安娜·肯德里克／贾斯汀·汀布莱克／蕾切尔·布鲁姆,2020-08-21,https://p0.pipi.cn/mmdb/d2dad59253751bb860b5359d16a45e19c37e7.jpg?imageView2/1/w/218/h/300,美国 ,91,美国环球影业,384,691
15,北极大冒险,8.6,剧情／冒险／家庭,达科塔·高尤／高兰·维斯耶克／布丽姬·穆娜,2016-12-30,https://p0.pipi.cn/mmdb/d2dad592e7a9ab338fbe125bb0dadd2e25b27.jpg?imageView2/1/w/218/h/300,"意大利,加拿大 ",98,意大利美杜莎电影公司,141,246
16,凤凰谷,8.6,喜剧／爱情,黄一飞／董含露／夏嘉伟,2016-09-23,https://p0.pipi.cn/mmdb/d2dad59206d807339e7df56e2cc356dddcb3e.jpg?imageView2/1/w/218/h/300,中国大陆 ,95,北京猎海影视有限公司,9,23
17,地球四季,8.6,纪录片,黄晓明／蒋雯丽,2016-09-27,https://p0.pipi.cn/mmdb/d2dad592030c7eddd2c7ed9ab16451acf6a98.jpg?imageView2/1/w/218/h/300,法国 ,97,法国百代电影公司,168,497
18,你想活出怎样的人生,8.5,剧情／奇幻／动画,山时聪真／刘昊然／菅田将晖,2024-04-03 18:00,https://p0.pipi.cn/mmdb/54ecde0251b3385bf171f7bed23b9c527efea.jpg?imageView2/1/w/218/h/300,日本 ,124,日本吉卜力工作室,39,51831
19,侍神令,8.5,奇幻,陈坤／周迅／陈伟霆,2021-02-12 08:00,https://p0.pipi.cn/mmdb/d2dad59253751b7a35be12d1fd788c614f771.jpg?imageView2/1/w/218/h/300,中国大陆 ,120,工夫影业（宁波）有限公司,16232,27398
20,惊天魔盗团2,8.5,喜剧／动作／惊悚,杰西·艾森伯格／马克·鲁法洛／伍迪·哈里森,2016-06-24,https://p0.pipi.cn/mmdb/d2dad592b12f2a7e127df5a2ade07e8f9ab8c.jpg?imageView2/1/w/218/h/300,美国 ,126,美国顶峰娱乐影片公司,28777,63771
21,疯狂的外星人,8.5,剧情／喜剧／科幻,黄渤／沈腾／马修·莫里森,2019-02-05,https://p0.pipi.cn/mmdb/d2dad5927e10fa7a35f2aad571b45b97723ad.jpg?imageView2/1/w/218/h/300,中国大陆 ,116,欢喜传媒集团有限公司,146177,221321
22,温暖的抱抱,8.5,喜剧,常远／李沁／沈腾,2020-12-31 14:00,https://p0.pipi.cn/mmdb/d2dad5927a30e1c6967e12cff41bc6b65f487.jpg?imageView2/1/w/218/h/300,中国大陆 ,112,上海爱美影视文化传媒有限公司(摄制),52364,86417
23,哥斯拉2：怪兽之王,8.5,科幻／灾难／动作,哥斯拉／凯尔·钱德勒／维拉·法梅加,2019-05-31,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12d0e1378594f103d08326.jpg?imageView2/1/w/218/h/300,美国 ,132,美国传奇影片公司,46817,93740
24,北京遇上西雅图之不二情书,8.5,剧情／爱情,汤唯／吴秀波／惠英红,2016-04-29,https://p0.pipi.cn/mmdb/d2dad592b12f2a537c300b5dd63284e54334f.jpg?imageView2/1/w/218/h/300,中国大陆 ,129,浙江影视（集团）有限公司,35501,78538
25,绝地逃亡,8.5,喜剧／动作,成龙／范冰冰／曾志伟,2016-07-21,https://p0.pipi.cn/mmdb/d2dad592b12f2a7e12cbae0cc588154a75526.jpg?imageView2/1/w/218/h/300,中国大陆 ,104,影艺人娱乐制作有限公司(联合摄制),40646,88769
26,潜行,8.5,剧情／犯罪／动作,刘德华／林家栋／彭于晏,2023-12-29 18:00,https://p0.pipi.cn/mmdb/fb73862fc7e7e1d23651ba1098f0f6a1bf5ab.jpg?imageView2/1/w/218/h/300,"中国大陆,中国香港 ",114,上海笨小孩影视文化传媒有限公司,18510,39000
27,昨日青空,8.5,剧情／动画,苏尚卿／王一博／段艺璇,2018-10-26,https://p0.pipi.cn/mmdb/d2dad592b12f2a8077e5bc062fa73986cd58b.jpg?imageView2/1/w/218/h/300,中国大陆 ,85,北京光线影业有限公司,4908,8383
28,晴雅集,8.5,奇幻／爱情／剧情,赵又廷／邓伦／王子文,2020-12-25 10:00,https://p0.pipi.cn/mmdb/d2dad5925370fa51ba338faf14b1af838709d.jpg?imageView2/1/w/218/h/300,中国大陆 ,132,禾和（上海）影业有限公司,25392,45143
29,生化危机：终章,8.5,动作／惊悚／科幻,米拉·乔沃维奇／伊恩·格雷／艾丽·拉特,2017-02-24,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12dbe123f61943ded9a51b.jpg?imageView2/1/w/218/h/300,德国 ,99,德国康斯坦丁影业公司,65417,110949
30,爱丽丝梦游仙境2：镜中奇遇记,8.5,奇幻／冒险,约翰尼·德普／安妮·海瑟薇／米娅·华希科沃斯卡,2016-05-27,https://p0.pipi.cn/mmdb/d2dad592b12f2a11e5af33af2185e86ad5995.jpg?imageView2/1/w/218/h/300,美国 ,115,Tim Burton Productions,17703,38628
1,功夫熊猫4,8.5,动画／动作／冒险,杰克·布莱克／黄渤／奥卡菲娜,2024-03-22,https://p0.pipi.cn/mmdb/54ecde7102f923230f16bdbc2226517313264.jpg?imageView2/1/w/218/h/300,美国 ,94,美国环球影业,43,10457
2,绝望主夫,8.5,喜剧,常远／李嘉琦／王成思,2022-12-31 09:00,https://p0.pipi.cn/mmdb/fb7386028ea51b3ba3395b2e772c92498e990.jpg?imageView2/1/w/218/h/300,中国大陆 ,91,北京猫眼微影科技有限公司,11073,31369
3,动物世界,8.5,动作／悬疑／冒险,李易峰／迈克尔·道格拉斯／周冬雨,2018-06-29,https://p0.pipi.cn/mmdb/fb73869aecd923b86067cb0d3d018dc40e9c9.jpg?imageView2/1/w/218/h/300,中国大陆 ,132,上海火龙果影视制作有限公司,23308,50967
4,杀破狼·贪狼,8.5,悬疑／动作／犯罪,古天乐／吴樾／林家栋,2017-08-17,https://p0.pipi.cn/mmdb/d2dad5927e10fa5bf1be2a11cc60917979085.jpg?imageView2/1/w/218/h/300,"中国大陆,中国香港 ",101,银都机构有限公司,28012,52291
5,解忧杂货店,8.5,剧情／奇幻,王俊凯／迪丽热巴／董子健,2017-12-29,https://p0.pipi.cn/mmdb/d2dad5927e10fa06d6b5357dc5ea9c862458a.jpg?imageView2/1/w/218/h/300,中国大陆 ,109,万达影视传媒有限公司,14360,22316
6,海底总动员2：多莉去哪儿,8.5,喜剧／动画／冒险,徐帆／艾伦·德詹尼丝／阿尔伯特·布鲁克斯,2016-06-17,https://p0.pipi.cn/mmdb/d2dad592b12f2a7e12230fa0a2c61f24c7f77.jpg?imageView2/1/w/218/h/300,美国 ,97,华特迪士尼影业集团,11960,25369
7,没有一顿火锅解决不了的事,8.5,剧情／悬疑／喜剧,杨幂／于谦／田雨,2024-05-01 08:00,https://p0.pipi.cn/mmdb/54ecde878d3dddc9fd39ddda7c947fe13581f.jpg?imageView2/1/w/218/h/300,中国大陆 ,128,宁波功到影业有限公司,4599,5441
8,神秘海域,8.5,动作／冒险,汤姆·赫兰德／马克·沃尔伯格／索菲娅·阿里,2022-03-14 09:00,https://p0.pipi.cn/mmdb/fb7386028ea92371f7537c7950ba4a40530ef.jpg?imageView2/1/w/218/h/300,美国 ,116,哥伦比亚影片公司,5987,15147
9,二哥来了怎么办,8.5,喜剧／青春／家庭,胡先煦／邓恩熙／郑伟,2021-07-16,https://p0.pipi.cn/mmdb/d2dad592537e7a0faf06d68b515be1fcf9fa6.jpg?imageView2/1/w/218/h/300,中国大陆 ,105,万达影视传媒有限公司,2099,3051
10,荒野猎人,8.5,冒险／剧情／惊悚,莱昂纳多·迪卡普里奥／提姆·席特尔兹／汤姆·哈迪,2016-03-18,https://p0.pipi.cn/mmdb/d2dad592b12f2a030c87a977dead96e4ae528.webp?imageView2/1/w/218/h/300,美国 ,156,匿名内容公司,20879,37673
11,流浪猫鲍勃2：鲍勃的礼物,8.5,剧情／喜剧／传记,卢克·崔德威／猫鲍勃／克里斯蒂娜·托内瑞·杨,2021-08-06,https://p0.pipi.cn/mmdb/d2dad5927a30e1030cc7ed51ab588f843935d.jpg?imageView2/1/w/218/h/300,英国 ,92,英国特维克纳姆制片公司,711,1480
12,28岁未成年,8.5,喜剧／爱情／奇幻,倪妮／霍建华／张树彬,2016-12-09,https://p0.pipi.cn/mmdb/d2dad5927e10fa8077300b53cda2be8aca991.jpg?imageView2/1/w/218/h/300,中国大陆 ,109,乐视影业（北京）有限公司,7280,12921
13,二代妖精之今生有幸,8.5,喜剧／爱情／奇幻,冯绍峰／刘亦菲／李光洁,2017-12-29,https://p0.pipi.cn/mmdb/d2dad59206d51becd83139ec03e8359cef4b4.jpg?imageView2/1/w/218/h/300,中国大陆 ,110,工夫影业（宁波）有限公司,16915,29224
14,所以……和黑粉结婚了,8.5,喜剧／爱情,朴灿烈／袁姗姗／姜潮,2016-06-30,https://p0.pipi.cn/mmdb/d2dad5927e10fa8077e7aabeb7c604fdb16de.jpg?imageView2/1/w/218/h/300,中国大陆 ,90,喀什奈景文化传媒有限公司,5762,8102
15,雀斑公主,8.5,动画／奇幻／青春,中村佳穗／佐藤健／成田凌,2022-08-26,https://p0.pipi.cn/mmdb/fb7386028ea923e5bcbe12beadae8bb3f5949.jpg?imageView2/1/w/218/h/300,日本 ,120,日本地图工作室,1026,1429
16,伦敦陷落,8.5,动作／惊悚／犯罪,杰拉德·巴特勒／阿伦·伊克哈特／摩根·弗里曼,2016-04-08,https://p0.pipi.cn/mmdb/fb738671b53f2ac7ed5bf18d7d000c6374045.webp?imageView2/1/w/218/h/300,英国 ,98,LHF Film,15943,33909
17,一吻定情,8.5,喜剧／爱情,王大陆／林允／钟丽缇,2019-02-14,https://p0.pipi.cn/mmdb/d2dad5927e10fa030c0e13001b84867c465fc.jpg?imageView2/1/w/218/h/300,中国大陆 ,122,新丽传媒集团有限公司,13124,17391
18,绣春刀II：修罗战场,8.5,动作／古装／武侠,张震／杨幂／张译,2017-07-19,https://p0.pipi.cn/mmdb/d2dad5927e10faddd2281e2e0a15754913bf2.jpg?imageView2/1/w/218/h/300,中国大陆 ,120,喀什嘉映文化传媒有限公司,17640,26589
19,无价之宝,8.5,剧情／家庭,张译／潘斌龙／周依然,2023-11-10 18:00,https://p0.pipi.cn/mmdb/fb73862f87a5bf7df539dd6fb3c07e0574cdf.jpg?imageView2/1/w/218/h/300,中国大陆 ,132,奔跑的人（厦门）影视文化传媒有限公司,4957,13796
20,灰姑娘,8.5,爱情／奇幻／冒险,莉莉·詹姆斯／理查德·麦登／凯特·布兰切特,2015-03-13,https://p0.pipi.cn/mmdb/fb7386022ff338b860cbae3ff1698862735d2.jpg?imageView2/1/w/218/h/300,美国 ,106,艾莉森·希尔穆/比格犬/金伯格类型电影,15764,44397
21,友情以上,8.5,剧情／爱情,奈哈·西贡索邦／平采娜·乐维瑟派布恩／Jason Young,2019-09-20,https://p0.pipi.cn/mmdb/d2dad5925375bf9235b12d73f6cafc300a48f.jpg?imageView2/1/w/218/h/300,泰国 ,119,泰国GDH559电影公司,2274,5223
22,迷你世界之觉醒,8.5,动画／奇幻／冒险,何春／花信／万宝鹿,2022-07-30 08:00,https://p0.pipi.cn/mmdb/fb7386028ea923cf3eb535f0778a921056021.jpg?imageView2/1/w/218/h/300,中国大陆 ,99,深圳市星跳文创有限公司,995,2715
