index,name,score,type,stars,time,thumb,country,runtime,company,first_week_box_office,total_box_office
4,明日战记,9.1,动作／科幻／冒险,古天乐／刘青云／刘嘉玲,2022-08-05 10:00,https://p0.pipi.cn/mmdb/fb7386028ea51becd8030c1537061dcd60782.jpg?imageView2/1/w/218/h/300,"中国大陆,中国香港 ",99,天下一电影制作有限公司,20213,67947
5,金手指,9.1,剧情／犯罪,梁朝伟／刘德华／蔡卓妍,2023-12-30 09:00,https://p0.pipi.cn/mmdb/fb73862f5bf5bf02ff300b44817687f64dd8c.jpg?imageView2/1/w/218/h/300,"中国大陆,中国香港 ",125,英皇（北京）影视文化传媒有限公司,15617,57437
6,羞羞的铁拳,9.1,喜剧／奇幻,艾伦／马丽／沈腾,2017-09-30,https://p0.pipi.cn/mmdb/d2dad59253751be7aa51ba5de9a384ea10485.jpg?imageView2/1/w/218/h/300,中国大陆 ,100,霍尔果斯开心麻花文化科技有限公司,31083,221365
7,莫斯科行动,9.1,剧情／犯罪／动作,张涵予／刘德华／黄轩,2023-09-29 09:00,https://p0.pipi.cn/mmdb/fb7386dd2c9ddd1789af3325d7d2c9e0b5212.jpg?imageView2/1/w/218/h/300,中国大陆 ,128,上海华人影业有限公司北京分公司,16712,66412
8,前任3：再见前任,9.1,喜剧／爱情,韩庚／郑恺／于文文,2017-12-29,https://p0.pipi.cn/mmdb/d2dad5927e10fa7a3557e2d39ed8bb1c9a400.jpg?imageView2/1/w/218/h/300,中国大陆 ,119,华谊兄弟电影有限公司,28359,194190
9,我经过风暴,9.1,剧情／家庭,佟丽娅／吴昱翰／王影璐,2023-08-17 18:00,https://p0.pipi.cn/mmdb/fb738633e7a51b21f071f7be58884d0c19e32.jpg?imageView2/1/w/218/h/300,中国大陆 ,101,上海猫眼影业有限公司,5025,18049
10,老炮儿,9.1,剧情／动作,冯小刚／张涵予／许晴,2015-12-24,https://p0.pipi.cn/mmdb/fb7386bee7ac7ebe2a39dd7602fe58d9b1596.jpg?imageView2/1/w/218/h/300,中国大陆 ,137,海宁文玖影视传媒有限公司(联合摄制),25311,90116
11,扬名立万,9.1,悬疑／喜剧／剧情,尹正／邓家佳／喻恩泰,2021-11-11 18:00,https://p0.pipi.cn/mmdb/25bfd6515bf338b535be2a202686b7ab88e73.jpg?imageView2/1/w/218/h/300,中国大陆 ,123,上海猫眼影业有限公司,13949,92669
12,惊天救援,9.1,剧情／动作／灾难,杜江／王千源／佟丽娅,2023-04-28 18:00,https://p0.pipi.cn/mmdb/fb738602030923b53557e2db869b3928869c9.jpg?imageView2/1/w/218/h/300,中国大陆 ,115,亚太华影（江苏）文化发展有限公司,2322,4205
13,妈妈！,9.1,剧情／家庭,吴彦姝／奚美娟／文淇,2022-09-10 09:00,https://p0.pipi.cn/mmdb/25bfd633f2ab12e19b501542745749d344737.jpg?imageView2/1/w/218/h/300,中国大陆 ,109,浙江横店影业有限公司,2491,7713
14,灿烂的她,9.1,剧情／家庭,惠英红／刘浩存／张子贤,2024-03-15 18:00,https://p0.pipi.cn/mmdb/54ecde9a5bf0fa50c806d6be52dbfd4ee06ab.jpg?imageView2/1/w/218/h/300,中国大陆 ,116,众合千澄影业（无锡）有限公司,4777,10027
15,大黄蜂,9.1,动作／冒险／科幻,海莉·斯坦菲尔德／约翰·塞纳／小豪尔赫·兰登伯格,2019-01-04,https://p0.pipi.cn/mmdb/d2dad59253751b92575bf1c6aed835668ea35.jpg?imageView2/1/w/218/h/300,美国 ,114,美国派拉蒙影片公司,40560,114973
16,侏罗纪世界,9.1,动作／冒险／科幻,克里斯·帕拉特／布莱丝·达拉斯·霍华德／泰·辛普金斯,2015-06-10,https://p0.pipi.cn/mmdb/d2dad592b125bf230fb12dccf7d831bc3ffa2.jpg?imageView2/1/w/218/h/300,美国 ,125,Universal Pictures International,60556,141821
17,银河护卫队2,9.1,动作／冒险／科幻,克里斯·帕拉特／佐伊·索尔达娜／戴夫·巴蒂斯塔,2017-05-05,https://p0.pipi.cn/mmdb/fb7386022ff33816bd9ab42b9696c3318a14c.jpg?imageView2/1/w/218/h/300,美国 ,136,美国漫威影业公司,34281,68615
18,悬崖之上,9.1,剧情／悬疑／动作,张译／于和伟／秦海璐,2021-04-30 18:00,https://p0.pipi.cn/mmdb/d2dad5927a30e151bac9fd8176b1ed2563d04.jpg?imageView2/1/w/218/h/300,中国大陆 ,120,中国电影股份有限公司,25385,119152
19,黑子的篮球·终极一战,9.1,动画／运动,小野贤章／苏尚卿／小野 友树,2018-08-24,https://p0.pipi.cn/mmdb/d2dad59206de7a71f7af33268315f763e7103.jpg?imageView2/1/w/218/h/300,日本 ,91,松竹株式会社,451,679
20,摩天营救,9.1,动作／惊悚／冒险,道恩·强森／昆凌／文峰,2018-07-20,https://p0.pipi.cn/mmdb/d2dad59253751b395baf33b1871d050625035.jpg?imageView2/1/w/218/h/300,美国 ,102,美国环球影片公司,32922,66981
21,熊出没·变形记,9.1,动画／喜剧／冒险,张伟／光头强／熊二,2018-02-16,https://p0.pipi.cn/mmdb/d2dad59253792350157e12e0b2fac8e67948c.jpg?imageView2/1/w/218/h/300,中国大陆 ,90,华强方特（深圳）动漫有限公司,20858,60552
22,旺卡,9.1,冒险／喜剧／家庭,提莫西·查拉梅／奥莉薇娅·柯尔曼／休·格兰特,2023-12-08,https://p0.pipi.cn/mmdb/fb738692b53923338f0fafd6fdc95f130ba80.jpg?imageView2/1/w/218/h/300,美国 ,117,美国华纳兄弟影片公司,2325,5390
23,建军大业,9.1,剧情／历史,刘烨／朱亚文／黄志忠,2017-07-28,https://p0.pipi.cn/mmdb/d2dad5927e10fab5359ab4fbf267556dd9cc4.jpg?imageView2/1/w/218/h/300,中国大陆 ,133,中国电影股份有限公司,20350,40746
24,熊出没之熊心归来,9.1,动画／冒险／喜剧,张伟／谭笑／刘沛,2016-01-16,https://p0.pipi.cn/mmdb/d2dad5927e10fa2ff739dd65dad27af6c0d37.webp?imageView2/1/w/218/h/300,中国大陆 ,99,深圳华强数字动漫有限公司,10571,28754
25,霍比特人3：五军之战,9.1,动作／冒险／奇幻,马丁·弗瑞曼／伊恩·麦克莱恩／伊万杰琳·莉莉,2015-01-23,https://p0.pipi.cn/mmdb/d2dad592b125bf21f07df597fb5c1b26e7e0b.jpg?imageView2/1/w/218/h/300,"美国,新西兰 ",145,新西兰温纽特电影公司,31249,76129
26,熊出没·原始时代,9.1,喜剧／动画／冒险,宋祖儿／熊二／谭笑,2019-02-05,https://p0.pipi.cn/mmdb/d2dad5925375bfbe12af33b36caf41d65c533.jpg?imageView2/1/w/218/h/300,中国大陆 ,92,华强方特（深圳）动漫有限公司,144,42495
27,小Q,9.1,剧情,任达华／梁咏琪／罗子溢,2019-09-20,https://p0.pipi.cn/mmdb/d2dad5925370fa281ee19ba9ad62d5f538c3a.jpg?imageView2/1/w/218/h/300,中国大陆 ,107,星皓影业有限公司,5717,11316
28,毒舌律师,9.1,剧情／喜剧,黄子华／谢君豪／王丹妮,2023-02-24 09:00,https://p0.pipi.cn/mmdb/fb7386be71fc7e50c8af33680b909b265d8f4.jpg?imageView2/1/w/218/h/300,中国香港 ,133,香港安乐影片有限公司,5464,18712
29,崖上的波妞,9.1,动画／奇幻／冒险,奈良柚莉爱／土井洋辉／山口智子,2020-12-31,https://p0.pipi.cn/mmdb/d2dad592b1251be5bccbae13e0a9c7ceb2ab5.jpg?imageView2/1/w/218/h/300,日本 ,101,日本吉卜力工作室,1555,2841
30,李宗伟：败者为王,9.1,剧情／运动／传记,李宗伟／李国煌／杨雁雁,2018-09-07,https://p0.pipi.cn/mmdb/d2dad533c7e06df2aac696d453702e8eacf7d?imageView2/1/w/218/h/300,马来西亚 ,110,马来西亚志博影业有限公司,510,662
1,玩具总动员4,9.1,喜剧／动画／奇幻,汤姆·汉克斯／蒂姆·艾伦／安妮·波茨,2019-06-21,https://p0.pipi.cn/mmdb/d2dad592b12f2a7e127a35bc0c2f8beec7816.jpg?imageView2/1/w/218/h/300,美国 ,100,皮克斯动画工作室,9143,20073
2,舒克贝塔·五角飞碟,9.1,动画／喜剧／冒险,杨凝／张璐／郑渊洁,2023-12-30 09:00,https://p0.pipi.cn/mmdb/54ecde8ddddc7eb12dc9fd2bae9818401e751.jpg?imageView2/1/w/218/h/300,中国大陆 ,92,杭州童话大王影视有限公司,175,1876
3,龙珠超：布罗利,9.1,动画／动作／冒险,野泽雅子／堀川亮／中尾隆圣,2019-05-24,https://p0.pipi.cn/mmdb/d2dad5925372ff06d6d7c3a71b4087361ed15.jpg?imageView2/1/w/218/h/300,日本 ,100,日本东映动画株式会社,2117,3165
4,末日崩塌,9.1,动作／冒险／灾难,道恩·强森／卡拉·古奇诺／亚历珊德拉·达达里奥,2015-06-02,https://p0.pipi.cn/mmdb/d2dad592b12f2a7e12c9fdfcea158c846141f.jpg?imageView2/1/w/218/h/300,美国 ,115,弗林制片公司,31847,62858
5,忍者神龟：变种时代,9.1,喜剧／动作／科幻／冒险,梅根·福克斯／威尔·阿奈特／威廉·菲克纳,2014-10-31,https://p0.pipi.cn/mmdb/d2dad592b12f2ac7ed0fafd3edee75372a5a3.webp?imageView2/1/w/218/h/300,美国 ,101,Gama Entertainment Partners,16692,38736
6,海的尽头是草原,9.1,剧情,陈宝国／马苏／阿云嘎,2022-09-09 09:00,https://p0.pipi.cn/mmdb/fb7386028ea923d2363ba3deb394bd5914d25.jpg?imageView2/1/w/218/h/300,中国大陆 ,124,内蒙古电影集团有限责任公司,1747,3612
7,贝肯熊：火星任务,9.1,喜剧／动画／冒险,梁晓强／贝肯熊／巴赫,2023-09-28 09:00,https://p0.pipi.cn/mmdb/fb738651d7c92311e539dd0f75a69031981ef.png?imageView2/1/w/218/h/300,中国大陆 ,96,奥飞影业（上海）有限公司,2468,8137
8,海洋奇缘,9.1,动画／冒险,奥丽伊·卡瓦洛／道恩·强森／瑞秋·豪斯,2016-11-25,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12d9257f4044531bcfd32f.jpg?imageView2/1/w/218/h/300,美国 ,103,华特·迪士尼动画工作室,8546,22667
9,加菲猫家族,9.1,动画／冒险／喜剧,克里斯·帕拉特／塞缪尔·L·杰克逊／汉娜·沃丁厄姆,2024-06-01 09:00,https://p0.pipi.cn/mmdb/54ecde710faf2acbaec7edd54a93197aabf49.jpg?imageView2/1/w/218/h/300,美国 ,101,美国爱尔康娱乐公司,7,5838
10,走走停停,9.1,剧情／家庭／喜剧,胡歌／高圆圆／岳红,2024-06-08 09:00,https://p0.pipi.cn/mmdb/54ecde87ddddddd23cc7edadd8809c4be58d7.jpg?imageView2/1/w/218/h/300,中国大陆 ,103,麦特影业（湖北）有限公司,6,3440
11,帕丁顿熊2,9.1,喜剧／动画／冒险,本·威士肖／杜江／休·格兰特,2017-12-08,https://p0.pipi.cn/mmdb/d2dad5927e10fa06d6d236db7bfeebb1ed725.jpg?imageView2/1/w/218/h/300,"法国,英国 ",103,Anton Capital Entertainment (ACE),10459,20647
12,黑白魔女库伊拉,9.1,喜剧／犯罪,艾玛·斯通／艾玛·汤普森／保罗·沃尔特·豪泽,2021-06-06,https://p0.pipi.cn/mmdb/d2dad592e7a02fc696281ec7e2f4a530344c6.jpg?imageView2/1/w/218/h/300,美国 ,134,华特迪士尼影业集团,1083,15473
13,港珠澳大桥,9.1,纪录片,李立宏,2019-05-01,https://p0.pipi.cn/mmdb/d2dad5925370fa395bc6966d5a68139e7a1aa.jpg?imageView2/1/w/218/h/300,中国大陆 ,70,中央广播电视总台,107,1232
14,奇迹少女,9.1,动画／奇幻／青春／冒险,克里斯蒂娜·瓦伦苏埃拉／布赖斯·帕彭布鲁克／泽诺·罗宾逊,2023-08-18 10:00,https://p0.pipi.cn/mmdb/fb738633339c7ed23c8d33285e0ae1daa857d.png?imageView2/1/w/218/h/300,法国 ,97,法国觉醒制片公司,797,1608
15,德鲁大叔,9.1,剧情／喜剧／运动,凯里·欧文／里尔·莱尔·哈瓦瑞／沙奎尔·奥尼尔,2019-01-11,https://p0.pipi.cn/mmdb/d2dad5925372ff9235be12cf6982b41461288.jpg?imageView2/1/w/218/h/300,美国 ,103,美国顶峰娱乐影片公司,705,1210
16,我心飞扬,9.1,剧情,孟美岐／夏雨／裴魁山,2022-02-25 10:00,https://p0.pipi.cn/mmdb/25bfd6be7a30fa51ba5015279c588a148728a.png?imageView2/1/w/218/h/300,中国大陆 ,104,北京真乐道文化传播有限公司,477,633
17,熊出没·奇幻空间,9.1,动画／冒险／科幻,熊大／尚雯婕／熊二,2017-01-28,https://p0.pipi.cn/mmdb/d2dad5920308077a35281ef18e70bdba51f55.jpg?imageView2/1/w/218/h/300,中国大陆 ,91,华强方特（深圳）动漫有限公司,10120,52114
18,谈判专家,9.1,剧情,刘青云／吴镇宇／刘德华,2024-06-08 10:00,https://p0.pipi.cn/mmdb/54ecde71d7ce7a0e13d23642d3fa2c3fdaab4.jpg?imageView2/1/w/218/h/300,"中国大陆,中国香港 ",120,广东联瑞木马影业有限公司,4,4094
19,指环王：护戒使者,9.1,剧情／动作／奇幻／冒险,伊莱贾·伍德／伊恩·麦克莱恩／肖恩·奥斯汀,2002-04-04,https://p0.pipi.cn/mmdb/d2dad592c7e7e1ecd8230f8fd92bf9d4c93b3.png?imageView2/1/w/218/h/300,"新西兰,美国 ",179,美国新线电影公司,暂无,11700
20,坏蛋联盟,9.1,喜剧／动画／动作,山姆·洛克威尔／秦昊／奥卡菲娜,2022-04-29,https://p0.pipi.cn/mmdb/25bfd692d7c5bf7e1280775547a567aa41341.jpg?imageView2/1/w/218/h/300,美国 ,100,美国环球影业,2995,33525
21,“大”人物,9.1,动作／犯罪,王千源／包贝尔／王迅,2019-01-10,https://p0.pipi.cn/mmdb/d2dad5920307e1d236c9fded90e1b98774bcf.jpg?imageView2/1/w/218/h/300,中国大陆 ,105,上海喜焰文化发展有限公司,12540,38095
22,神探狗笨吉,9.1,冒险／家庭,加布里埃尔·贝特曼／达比·坎普／基拉·桑切斯,2018-12-28,https://p0.pipi.cn/mmdb/d2dad592030c6902ffe7aaa3273a4c6c2654b.jpg?imageView2/1/w/218/h/300,美国 ,85,亚太未来影视（北京）有限公司,190,395
23,白蛇传·情,9.1,戏曲／剧情／爱情,曾小敏／文汝清／朱红星,2021-05-20,https://p0.pipi.cn/mmdb/d2dad5927a30e17e12ddd2bb4ca4fcc77a023.jpg?imageView2/1/w/218/h/300,中国大陆 ,101,广东珠影影视制作有限公司,292,2384
24,沼泽深处的女孩,9.1,剧情／爱情／悬疑,黛西·埃德加-琼斯／哈里斯·迪金森／大卫·斯特雷泽恩,2022-11-25 09:00,https://p0.pipi.cn/mmdb/fb73869a807923e19b16bd5f2e5bc8eb44976.png?imageView2/1/w/218/h/300,美国 ,124,美国哥伦比亚影片公司,306,796
25,决胜时刻,9.1,传记／历史,唐国强／刘劲／黄景瑜,2019-09-20,https://p0.pipi.cn/mmdb/d2dad59253780721f0b535b8ae17bea17550a.jpg?imageView2/1/w/218/h/300,中国大陆 ,139,博纳影业集团股份有限公司,4732,12441
26,霍比特人2：史矛革之战,9.1,剧情／动作／冒险／奇幻,伊恩·麦克莱恩／马丁·弗瑞曼／理查德·阿米蒂奇,2014-02-21,https://p0.pipi.cn/mmdb/d2dad592b125bf21f0b860e2b4f901f7adae9.jpg?imageView2/1/w/218/h/300,"美国,新西兰 ",161,新西兰温纽特电影公司,20328,46259
27,天降大任,9.1,喜剧／奇幻／冒险／动画,苏尚卿／李璐／叶知秋,2024-01-06 09:00,https://p0.pipi.cn/mmdb/54ecde8d0fab127a35395b23a6fded4f8c093.jpg?imageView2/1/w/218/h/300,中国大陆 ,99,中国电影股份有限公司,2454,3209
28,野性的呼唤,9.1,剧情／冒险,哈里森·福特／丹·史蒂文斯／凯伦·吉兰,2020-11-13,https://p0.pipi.cn/mmdb/d2dad5925372ff39dd02ffe8f62032755d7c1.jpg?imageView2/1/w/218/h/300,美国 ,100,美国二十世纪影业公司,863,3435
29,调音师,9.1,悬疑／犯罪／喜剧,阿尤斯曼·库拉纳／塔布／拉迪卡·艾普特,2019-04-03,https://p0.pipi.cn/mmdb/d2dad5925370fa16bd925749ec33b1a98725a.jpg?imageView2/1/w/218/h/300,印度 ,137,印度维亚康姆18影业,9134,32521
30,变身特工,9.1,喜剧／动作／科幻／动画／冒险,威尔·史密斯／汤姆·赫兰德／凯伦·吉兰,2020-01-03,https://p0.pipi.cn/mmdb/d2dad592537923be2ab12d3fc4efb054c784c.jpg?imageView2/1/w/218/h/300,美国 ,102,美国二十世纪影业公司,2536,10340
1,指挥家,9.1,爱情／剧情／音乐,克里斯蒂亚娜 ‧德‧布奥恩／西恩·托马斯／玛丽-克莱尔·维特洛克斯,2021-01-22,https://p0.pipi.cn/mmdb/d2dad592537807e7aa7e12b82e11d142e1891.jpg?imageView2/1/w/218/h/300,"荷兰,比利时 ",140,荷兰流星影业,75,137
2,大学,9.1,纪录片,宋云天／严韫洲／蔡峥,2021-07-09,https://p0.pipi.cn/mmdb/d2dad5927a35bf51ba39dd6a01db7601c8533.jpg?imageView2/1/w/218/h/300,中国大陆 ,110,大礼糖影业（北京）有限公司(摄制),224,803
3,进京城,9.1,剧情／历史／古装,马伊琍／富大龙／马敬涵,2019-05-10,https://p0.pipi.cn/mmdb/d2dad5927e10fab12dd7c38841eb25e051716.jpg?imageView2/1/w/218/h/300,中国大陆 ,113,北京联盟影业投资有限公司(联合摄制),349,1468
4,极寒之城,9.1,动作／悬疑／剧情,夏雨／李立群／谭凯,2023-06-10,https://p0.pipi.cn/mmdb/fb738671ddd0fa39ddbe2abbc7d6d52657025.jpg?imageView2/1/w/218/h/300,中国大陆 ,120,和纳（北京）影视文化传媒有限公司,435,647
5,了不起的菲丽西,9.1,喜剧／动画／冒险,艾丽·范宁／佟心竹／卡莉·蕾·杰普森,2017-02-01,https://p0.pipi.cn/mmdb/d2dad592030ddd0faf9257ccf4235000c5705.jpg?imageView2/1/w/218/h/300,"法国,加拿大 ",90,Caramel Film,2217,4020
6,追鹰日记,9.1,剧情／冒险／家庭,让·雷诺／曼纽尔·卡马乔／托比亚斯·莫雷蒂,2018-10-26,https://p0.pipi.cn/mmdb/d2dad59206df2abe1287a946aea2690bfd40d.jpg?imageView2/1/w/218/h/300,奥地利 ,98,地球母亲纪实工作室,112,175
7,猎杀T34,9.1,动作／历史／战争,伊琳娜·斯达森保姆／亚历山大·佩特罗夫／文森兹·凯弗,2020-12-11,https://p0.pipi.cn/mmdb/d2dad5925370fa0fafaf334bc92b5b68411bf.jpg?imageView2/1/w/218/h/300,俄罗斯 ,126,俄罗斯中央合作影业,908,2326
8,波斯语课,9.1,剧情／战争,纳威尔·佩雷兹·毕斯卡亚特／拉斯·艾丁格／莉奥妮·贝尼希,2021-03-19,https://p0.pipi.cn/mmdb/d2dad5925378070faff0eed78f02488ee45fe.jpg?imageView2/1/w/218/h/300,"俄罗斯,德国,白俄罗斯 ",128,俄罗斯海波影业,1208,3632
9,年少日记,9.1,剧情,卢镇业／郑中基／陈汉娜,2024-04-19 09:00,https://p0.pipi.cn/mmdb/54ecde025bf51b8ea39ab4ff1eec4d5341980.jpg?imageView2/1/w/218/h/300,中国香港 ,95,圆桌会议有限公司,649,1566
10,狗神,9.1,犯罪／剧情,卡莱伯·兰德里·琼斯／克里斯托弗·邓汉／马里莎·贝伦森,2023-12-15 18:00,https://p0.pipi.cn/mmdb/fb73862f3390fac9fd9ab496a1c188f110b4f.jpg?imageView2/1/w/218/h/300,法国 ,115,法国吕克贝松制片公司,463,1749
11,昆虫总动员,9.1,动画／冒险,,2014-08-22,https://p0.pipi.cn/mmdb/d2dad592b125bf313992571a3950e3e5cc4b1.jpg?imageView2/1/w/218/h/300,"法国,比利时 ",89,福图里康电影公司,651,1638
12,极速车王,9.1,剧情／传记／运动,马特·达蒙／克里斯蒂安·贝尔／乔·博恩瑟,2020-08-07,https://p0.pipi.cn/mmdb/d2dad5927e12ffe19bc6968046ee09a50087b.jpg?imageView2/1/w/218/h/300,美国 ,153,美国二十世纪影业公司,814,1566
13,我的爸爸是森林之王,9.1,喜剧／动画,克里斯托弗·L·帕森／孟令军／帕皮·福克纳,2017-10-14,https://p0.pipi.cn/mmdb/d2dad592e7a06d3ba3cbae87f6569e560032e.jpg?imageView2/1/w/218/h/300,法国 ,92,法国映欧嘉纳影业公司,1590,5623
14,生无可恋的奥托,9.1,剧情／喜剧,汤姆·汉克斯／玛丽安娜·特雷维尼／曼努埃尔·加西亚-鲁尔福,2023-03-24 09:00,https://p0.pipi.cn/mmdb/fb73869adddb129ab41789da4d3d8e9d68bef.jpg?imageView2/1/w/218/h/300,美国 ,126,美国哥伦比亚影片公司,90,188
15,最初的梦想,9.1,剧情,苏尚特·辛格·拉吉普特／施拉德哈·卡普尔／瓦伦·沙玛,2022-01-07 18:00,https://p0.pipi.cn/mmdb/fb7386028ea2ff0e130faf42a60e1db7b6ae6.jpg?imageView2/1/w/218/h/300,印度 ,143,印度纳迪阿德瓦拉之孙娱乐公司,941,1914
16,有一天,9.1,亲子,周迅／韩庚／袁姗姗,2014-09-10,https://p0.pipi.cn/mmdb/d2dad592b12f2ac7edd23682d93e435da56c2.jpg?imageView2/1/w/218/h/300,中国大陆 ,93,华谊兄弟传媒股份有限公司,108,165
17,生门,9.1,纪录片,夏锦菊／陈小凤／李双双,2016-12-16,https://p0.pipi.cn/mmdb/d2dad592030c7e2ff7338fec7142dca40b0e2.jpg?imageView2/1/w/218/h/300,中国大陆 ,106,中广梦想纪录（北京）文化传媒有限公司,39,160
18,血战湘江,9.1,剧情／战争／历史,王霙／保剑锋／徐箭,2017-06-30,https://p0.pipi.cn/mmdb/d2dad59253751b8077af33e4bb285104c1cd9.jpg?imageView2/1/w/218/h/300,中国大陆 ,116,中国人民解放军八一电影制片厂,1341,7514
19,棒！少年,9.1,纪录片,马虎／梁正双／张锦新,2020-12-11,https://p0.pipi.cn/mmdb/d2dad5927a30e1d236f2aa51582ce63d37b47.jpg?imageView2/1/w/218/h/300,中国大陆 ,108,北京爱奇艺科技有限公司,202,790
20,音乐家,9.1,历史／剧情／传记,胡军／别里克·艾特占诺夫／阿鲁赞·加佐别可娃,2019-05-17,https://p0.pipi.cn/mmdb/fb73862fd7c5bfcf3e3ba3f2a5d182f50d2bf.png?imageView2/1/w/218/h/300,"哈萨克斯坦,中国大陆 ",104,北京闪亮影业有限责任公司,63,498
21,捍卫者,9.1,剧情／战争／历史,白恩／吕星辰／赫子铭,2017-09-22,https://p0.pipi.cn/mmdb/d2dad5920308077df50e13a1c0968d0d996be.jpg?imageView2/1/w/218/h/300,中国大陆 ,108,佳泽（上海）影视文化工作室,380,1033
22,熊出没之夺宝熊兵,9.1,动画／喜剧／冒险,张伟／谭笑／熊二,2014-01-17,https://p0.pipi.cn/mmdb/d2dad592b125bf230f71f71e593eced4055d8.jpg?imageView2/1/w/218/h/300,中国大陆 ,95,华强方特（深圳）动漫有限公司,10151,24785
23,百鸟朝凤,9.1,剧情,陶泽如／李岷城／郑伟,2016-05-06,https://p0.pipi.cn/mmdb/fb7386dd33892350150e13feee12d9507f6ea.jpg?imageView2/1/w/218/h/300,中国大陆 ,108,西安曲江梦园影视有限公司,155,8675
24,大国粮仓,9.1,纪录片,袁隆平／马文森／刘春明,2022-03-04,https://p0.pipi.cn/mmdb/25bfd6beddd51b39dd030c27835be90047695.jpg?imageView2/1/w/218/h/300,中国大陆 ,81,河南电影电视制作集团有限公司,66,33
25,教授与疯子,9.1,剧情／悬疑／传记,梅尔·吉布森／西恩·潘／娜塔莉·多默尔,2019-12-24,https://p0.pipi.cn/mmdb/d2dad5920308079ab4537c43a9cd4802b505c.jpg?imageView2/1/w/218/h/300,美国 ,125,美国电压影业,144,270
26,一个人的课堂,9.1,剧情／家庭,孙海英／韩三明／王乃训,2018-01-16,https://p0.pipi.cn/mmdb/d2dad5927e10fa51bab860b6039826b159014.jpg?imageView2/1/w/218/h/300,中国大陆 ,105,江西世纪风文化传媒有限公司,21,137
27,大河唱,9.1,纪录片／音乐,苏阳／刘世凯／张进来,2019-06-18,https://p0.pipi.cn/mmdb/d2dad5925370fa2ff771f73c4db16f44f6719.jpg?imageView2/1/w/218/h/300,中国大陆 ,98,北京马灯电影文化传媒有限公司,135,253
28,理查大冒险,9.1,喜剧／动画／冒险,蒂尔曼·多布勒／Shannon Conley／Christian Gaul,2017-09-22,https://p0.pipi.cn/mmdb/d2dad592e7a7e1d236030c74592522ad60cbe.jpg?imageView2/1/w/218/h/300,德国 ,84,Den Siste Skilling,146,234
29,逆生·致亲爱的小孩,9.1,剧情／家庭,来喜／居文沛／王迅,2017-09-08,https://p0.pipi.cn/mmdb/d2dad59253792371f751badbc92836c6b3a0f.jpg?imageView2/1/w/218/h/300,中国大陆 ,90,北京帝一影视文化传播有限公司,27,55
30,开山人,9.1,剧情／动作／现实,张桐／苏青／杨轶,2023-11-28,https://p0.pipi.cn/mmdb/fb738692dddb12f2aa31395c17a0802151e01.jpg?imageView2/1/w/218/h/300,中国大陆 ,102,重庆电影集团有限公司,816,3009
1,阿凡达：水之道,9.0,科幻／动作／冒险,萨姆·沃辛顿／佐伊·索尔达娜／西格妮·韦弗,2022-12-16,https://p0.pipi.cn/mmdb/25bfd692e7a51b16bd39dd00dc148aa4d88c4.jpg?imageView2/1/w/218/h/300,美国 ,192,美国光影风暴娱乐公司,38098,169804
2,复仇者联盟3：无限战争,9.0,动作／科幻／奇幻／冒险,小罗伯特·唐尼／克里斯·海姆斯沃斯／马克·鲁法洛,2018-05-11,https://p0.pipi.cn/mmdb/fb7386022ff33817890faf1fc7ebbb9232d84.jpg?imageView2/1/w/218/h/300,美国 ,149,美国漫威影业公司,127224,239051
3,铃芽之旅,9.0,爱情／动画／奇幻,原菜乃华／松村北斗／深津绘里,2023-03-24 09:00,https://p0.pipi.cn/mmdb/fb73869a3390fa281e395ba5f89fe7142e4ab.jpg?imageView2/1/w/218/h/300,日本 ,122,日本东宝株式会社,34203,80788
4,航海王：红发歌姬,9.0,动画,田中真弓／中井和哉／冈村明美,2022-12-01 18:00,https://p0.pipi.cn/mmdb/25bfd692030923f0eeb860743216097043104.jpg?imageView2/1/w/218/h/300,日本 ,115,中国电影股份有限公司,7488,18547
5,变形金刚：超能勇士崛起,9.0,动作／科幻／冒险,擎天柱／擎天圣／大黄蜂,2023-06-09,https://p0.pipi.cn/mmdb/fb7386712c992367cb07acd75f94b0e41c39b.jpg?imageView2/1/w/218/h/300,美国 ,128,美国派拉蒙影片公司,27626,65570
6,美人鱼,9.0,喜剧／爱情／科幻,邓超／张雨绮／罗志祥,2016-02-08,https://p0.pipi.cn/mmdb/d2dad592b12f2ac7ed50c8ae5f31db7a0991c.jpg?imageView2/1/w/218/h/300,中国大陆 ,93,天津联瑞影业有限公司,181992,339120
7,无名,9.0,谍战／悬疑／动作／剧情,梁朝伟／王一博／周迅,2023-01-22 09:00,https://p0.pipi.cn/mmdb/fb73868d807f2ad23c178917d2b6b9cdaf519.jpg?imageView2/1/w/218/h/300,中国大陆 ,128,上海博纳文化传媒有限公司,13745,93143
8,蜘蛛侠：英雄远征,9.0,动作／冒险／科幻,汤姆·赫兰德／杰克·吉伦哈尔／塞缪尔·L·杰克逊,2019-06-28,https://p0.pipi.cn/mmdb/d2dad59253751b537c07acc324cba68de58de.jpg?imageView2/1/w/218/h/300,美国 ,127,美国哥伦比亚影片公司,67735,141767
9,魔兽,9.0,动作／冒险／奇幻,崔维斯·费米尔／宝拉·巴顿／本·福斯特,2016-06-08,https://p0.pipi.cn/mmdb/d2dad592b125bf21f0f0ee336726357149a37.jpg?imageView2/1/w/218/h/300,美国 ,123,美国传奇影片公司,102810,146887
